05/19/2017 15:41:27,0.0,0.0
05/19/2017 15:41:30,0.0,0.0
05/19/2017 15:42:19,139.701805284,-54.9246487004
05/19/2017 15:43:09,184.49567896,-7.07274187498
05/19/2017 15:43:11,185.520191471,-5.27400332692
05/19/2017 15:43:16,186.109215587,-4.22830133904
05/19/2017 15:43:21,174.344923318,-3.73390960476
05/19/2017 15:43:26,156.430123149,-3.89560276498
05/19/2017 15:43:31,142.093823075,-7.0187073287
05/19/2017 15:43:36,133.575512513,-5.72546409531
05/19/2017 15:43:41,128.215031089,-5.55133904733
05/19/2017 15:43:46,112.033002904,-4.8930182951
05/19/2017 15:43:51,101.028959732,-4.07855243238
05/19/2017 15:43:56,114.888397264,-3.97237107979
05/19/2017 15:44:01,133.753689552,-4.65541016043
05/19/2017 15:44:06,151.04028622,-6.53486867378
05/19/2017 15:44:11,159.477336025,-5.08466425066
05/19/2017 15:44:16,159.423569045,-3.78734651922
05/19/2017 15:44:21,158.909713493,-2.06375557367
05/19/2017 15:44:26,159.584030166,-2.30116979246
05/19/2017 15:44:32,160.914759476,-3.47260421093
05/19/2017 15:44:37,159.635981958,-3.04232490355
