05/19/2017 15:42:15,RFD,21:42:0,45.6628123333,-111.044916667,4933.99512,139.701805284,-54.9246487004,0.00745061565395
05/19/2017 15:42:20,RFD,21:42:5,45.662811,-111.044916167,4935.63552,140.560618692,-51.7029323141,0.00713239535831
05/19/2017 15:42:25,RFD,21:42:10,45.6628141667,-111.044915,4937.27592,136.565671822,-50.4062446352,0.00661520366297
05/19/2017 15:42:30,RFD,21:42:15,45.6628143333,-111.044913,4938.58824,134.89626793,-47.4546310088,0.00637612709687
05/19/2017 15:42:35,RFD,21:42:20,45.662772,-111.044946,4938.26016,176.38543059,-31.7068776271,0.0091282361995
05/19/2017 15:42:40,RFD,21:42:25,45.6627031667,-111.044962333,4938.91632,182.897559166,-16.5980745034,0.0160947397194
05/19/2017 15:42:45,RFD,21:42:30,45.6626578333,-111.044911167,4940.22864,171.113881511,-11.4664606448,0.0211151023966
05/19/2017 15:42:50,RFD,21:42:35,45.6626486667,-111.044907667,4941.86904,170.820640505,-9.65123813232,0.0220551868322
05/19/2017 15:42:55,RFD,21:42:40,45.6626178333,-111.044962167,4941.86904,181.764352228,-8.44484064333,0.0251779377893
05/19/2017 15:43:01,RFD,21:42:45,45.6626143333,-111.044986167,4943.83752,185.943131938,-6.94782515366,0.0256069924996
05/19/2017 15:43:06,RFD,21:42:50,45.662618,-111.044978333,4944.49368,184.49567896,-7.07274187498,0.0260081356756
05/19/2017 15:43:11,RFD,21:42:55,45.6626358333,-111.044981833,4947.77448,185.520191471,-5.27400332692,0.0239599027696
05/19/2017 15:43:16,RFD,21:43:0,45.6626435,-111.044983833,4949.41488,186.109215587,-4.22830133904,0.0230889258207
05/19/2017 15:43:21,RFD,21:43:5,45.6626296667,-111.044921167,4949.74296,174.344923318,-3.73390960476,0.02460525156
05/19/2017 15:43:26,RFD,21:43:10,45.6626433333,-111.044823667,4949.41488,156.430123149,-3.89560276498,0.0250573638667
05/19/2017 15:43:31,RFD,21:43:15,45.6626648333,-111.044746667,4944.49368,142.093823075,-7.0187073287,0.0262073489713
05/19/2017 15:43:36,RFD,21:43:20,45.6626885,-111.044710333,4946.46216,133.575512513,-5.72546409531,0.026085743421
05/19/2017 15:43:41,RFD,21:43:25,45.6627061667,-111.044692,4946.79024,128.215031089,-5.55133904733,0.0258675494497
05/19/2017 15:43:46,RFD,21:43:31,45.6627586667,-111.0446315,4947.4464,112.033002904,-4.8930182951,0.026992806139
05/19/2017 15:43:51,RFD,21:43:36,45.6628035,-111.044615333,4948.75872,101.028959732,-4.07855243238,0.0267471387148
05/19/2017 15:43:56,RFD,21:43:41,45.6627511667,-111.044649333,4949.0868,114.888397264,-3.97237107979,0.0260173832945
05/19/2017 15:44:01,RFD,21:43:46,45.6626888333,-111.044712333,4948.10256,133.753689552,-4.65541016043,0.0259030453472
05/19/2017 15:44:06,RFD,21:43:51,45.6626431667,-111.044789,4945.14984,151.04028622,-6.53486867378,0.0263810024788
05/19/2017 15:44:11,RFD,21:43:56,45.662622,-111.0448305,4947.11832,159.477336025,-5.08466425066,0.027106259545
05/19/2017 15:44:16,RFD,21:44:1,45.6626201667,-111.044829167,4949.0868,159.423569045,-3.78734651922,0.027286429957
05/19/2017 15:44:21,RFD,21:44:6,45.662616,-111.0448235,4951.71144,158.909713493,-2.06375557367,0.027834556082
05/19/2017 15:44:26,RFD,21:44:11,45.6626391667,-111.044840333,4951.71144,159.584030166,-2.30116979246,0.0249641478262
05/19/2017 15:44:32,RFD,21:44:16,45.662667,-111.044862,4950.7272,160.914759476,-3.47260421093,0.0215013670892
05/19/2017 15:44:37,RFD,21:44:21,45.6626586667,-111.044851,4951.05528,159.635981958,-3.04232490355,0.0226546608075
05/19/2017 15:44:42,RFD,21:44:26,45.6626578333,-111.044849,4950.39912,159.350396868,-3.52522719346,0.0228071339109
05/19/2017 15:44:47,RFD,21:44:31,45.6627681667,-111.044921833,4950.39912,165.31212081,-8.54076506467,0.00944270783508
