05/19/2017 15:37:50,141.66286416,-13.5781430631
05/19/2017 15:38:37,140.528562013,-13.8477738337
05/19/2017 15:38:38,146.055341784,-10.4864143517
05/19/2017 15:38:43,157.303108807,-8.82503432155
05/19/2017 15:38:48,169.562490034,-6.88728854871
05/19/2017 15:38:53,180.927171596,-5.47623886507
05/19/2017 15:38:58,187.644327555,-6.3607113013
05/19/2017 15:39:03,189.806022929,-3.74751503681
05/19/2017 15:39:08,189.725988206,-2.62868128747
05/19/2017 15:39:13,190.212747452,-2.72558625544
05/19/2017 15:39:18,188.648010591,-1.60611644393
05/19/2017 15:39:23,187.851050876,-0.446814806529
05/19/2017 15:39:28,188.175597635,-1.48904358499
05/19/2017 15:39:33,189.310014103,-2.20280102564
05/19/2017 15:39:38,190.179820038,-2.47288627803
05/19/2017 15:39:43,191.04119217,-2.3405888855
05/19/2017 15:39:48,190.986641802,-2.79210162962
05/19/2017 15:39:53,191.308368658,-3.23935452813
05/19/2017 15:39:59,191.362011625,-3.40159901282
05/19/2017 15:40:03,191.554839245,-3.25385303424
05/19/2017 15:40:09,191.500311842,-3.67781285544
05/19/2017 15:40:14,191.210023118,-4.68496454655
05/19/2017 15:40:19,191.340207264,-4.68285222897
05/19/2017 15:40:24,190.453196694,-5.69930398389
05/19/2017 15:40:29,190.236635567,-6.33404510916
05/19/2017 15:40:34,190.128982318,-6.64379858694
05/19/2017 15:40:39,189.850088095,-6.81202893324
05/19/2017 15:40:44,189.713797362,-6.91784555309
05/19/2017 15:40:49,189.657753835,-7.05097633368
05/19/2017 15:40:54,189.736678562,-7.23949928291
